id,text,label,predictor,confidence
5198,RT @mention #Apple opening a popup shop in downtown Austin for #SXSW  <URL> RT @mention @mention,2,,
5199,RT @mention #Apple pop up store at #sxsw selling the new iPad. <URL>,2,,
5200,RT @mention #Apple Pop-Up Store Selling #iPad2 At #SXSW <URL> via @mention #Tech #Retail,1,,
5201,"RT @mention #Apple saves #SXSW, set to open pop-up store <URL>",1,,
5202,RT @mention #Apple set to open popup shop in core of #SXSW action <URL> via @mention,2,,
5203,RT @mention #Apple setting up pop-up store Austin (to sell bajillions of iPad2s to #sxsw attendees) <URL> [brilliant],1,,
5204,RT @mention #Apple to Hawk iPad 2 at #SXSW Festival Popup Store!  <URL>  by @mention,1,,
5205,RT @mention #Apple to open pop up store at #SXSW in time for #ipad2 sales <URL>,2,,
5206,RT @mention #Apple to Open Pop-Up Shop at #SXSW <URL> via @mention,2,,
5207,RT @mention #austinites #sxsw and check it out on #iphone <URL>,2,,
5208,"RT @mention #Awesome @mention &amp; @mention on ranking: There are no normal results, quit ranking. Page views, unique visitors - these analytics matter #sxsw",2,,
5209,"RT @mention #bettersearch #sxsw Google Hotpot--looks like a streamlined Yelp. Not as in-depth, though. Wondering if there is any game theory built in.",2,,
5210,"RT @mention #blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",1,,
5211,The session #designingforkids is changing my mind about my future kid's relationship with the iPhone. #sapient #sxsw,2,,
5212,RT @mention #fsw #sxsw for those of you who wanted to know about the spec for parsing Ajax Links <URL>,2,,
5213,"RT @mention #futuremf @mention <URL> spec for recipes on the web, now in google search: <URL>  #sxsw",2,,
5214,RT @mention #futuremf Trajan: Google has destroyed the &lt;title&gt; tag - websites SEO them. Open Graph Protocol added a clean title tag instead #sxsw,3,,
5215,RT @mention #Google #Circles.. Google's latest Social venture Google Circles reportedly won't be launched at #SXSW today - <URL>,2,,
5216,RT @mention #Google Circles &amp; crop circles: the anatomy of a #SXSW rumor -<URL> by @mention,2,,
5217,"RT @mention #Google could launch a 'major' new social network called Circles, possibly today: <URL> #SXSW Remake of Wave?",2,,
5218,RT @mention #Google denies rumors about launching #Circles at #SXSW <URL>,2,,
5219,RT @mention #google the future is &quot;the power of here&quot; paired with augmented reality and contextual reality #pnid #SxSW,2,,
5220,"RT @mention #Google to launch major new social network called #Circles, possibly today <URL> #sxsw",2,,
5221,"RT @mention #Google to Launch Major New Social Network Called Circles, Possibly Today <URL> #sxsw @mention",2,,
5222,RT @mention #Google Will Connect the #Digital &amp; Physical Worlds Through #Mobile <URL> via @mention  #sxsw,2,,
5223,"RT @mention #Google's #Mobile Future, and the Elusive 'Power of Here' - <URL> (via @mention #eurorscg #sxsw #sxswi",2,,
5224,RT @mention #GSDM &amp; #Google The Industry Party for #SXSW is on. And @mention is in the house.,2,,
5225,RT @mention #hashable is rocking @mention #SXSW the new &quot;cloud&quot; of Business Cards. No for #iPhone and #Android too,2,,
5226,RT @mention #iPad design tip: if it looks like a physical object ppl will interact with it like itâ€™s one&quot; #sxsw #tapworthy #gsdm,1,,
5227,"RT @mention #iPad Lounge: Recharge, coffee, H2O, iPad Art Show-free, daily for #sxsw 106 E 8th at Congress Â« Austin Details <URL>",1,,
5228,RT @mention #iPad2 Live Unboxing In Front Of The #SXSW Apple Store [VIDEO] <URL>,2,,
5229,RT @mention #iPad2 Unboxing Outside the #SXSW #Apple Store <URL>,1,,
5230,RT @mention #killing #sxsw &quot;you can google a canadian tuxedo and lose yourself for hours&quot;,1,,
5231,"RT @mention #LolShow Podcast w/ @mention @mention @mention on Android security, #SXSW, #DickBar, IE6, &amp; iPad2 <URL>",2,,
5232,RT @mention #NFC technology:  Google's testing using stickers in store windows that you can tap to get info. #sxsw,2,,
5233,RT @mention #playhopskoch is in the apple app store (as well as the android market) getting ready to rock #sxsw,1,,
5234,RT @mention #protip don't show your google analytics page in a #sxsw presentation,2,,
5235,RT @mention #pubcamp #kirkus #sxsw   download Qrank on your ipad/iphone before you come to pubcamp sxsw 2011 - prizes!,2,,
5236,"RT @mention #qagb #sxsw Timely! RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% <URL>",1,,
5237,RT @mention #Samsung Galaxy S II shows up in the woods of the #Teamandroid #SXSW event more here: <URL>,2,,
5238,"RT @mention #Samsung, #Sony follow #Apple, #HP lead @mention <URL> #Austin #atx #SXSW",2,,
5239,RT @mention #seenatsxsw2011 Best thing seen at #sxsw so far...a man begging on a street corner for the money for iPad 2 in front of the apple store. Sad,2,,
5240,RT @mention #Smmnextgen Tools on the cheap: google analytics+excel+buzzmetrics.  Also Radian6 and Altimeter.  #sxsw #sloansxsw,1,,
5241,RT @mention #Social Is Too Important For #Google To Screw Up With A Big Launch Circus <URL> via @mention #SXSW,2,,
5242,RT @mention #Startups: Free Premium Service on your 1st Job Post <URL> #Lean #LeanUX #LeanStartup #SXSW #SXSWi #Launch #Startup #Founders,2,,
5243,RT @mention #SxSW - &quot;Pre and Post iPad - The Death of Flash&quot; - <URL>,2,,
5244,RT @mention #SXSW - Google Maps on Mobile devices from the VP - <URL>,2,,
5245,"RT @mention #sxsw @mention #devops: @mention (umm. Meant, go Google &quot;why complex systems fail&quot;, written by doctor. reads like IT guy. :)",2,,
5246,"RT @mention #sxsw @mention #devops: @mention &quot;Our providers: Cloudkick (monitor), PagerDuty (paging), DNSMadeEasy, Postmark, EC2, Azure, Google",2,,
5247,RT @mention #sxsw @mention #devops: @mention &quot;The Internets is Mean/Our Systems Are Complex; go Google 'How complex systems fail by doctor&quot;,2,,
5248,RT @mention #sxsw @mention das Verpixelungsrechtâ€”the right for your house to be pixelated in Google Street Viewâ€” is a theft from the public,2,,
5249,RT @mention #sxsw @mention in her 80s splendor dancin to the spazzmatics at ACLU google #partylikeits1986 !  <URL>,2,,
5250,RT @mention #SXSW @mention Interactive session. Your Mom has an iPad: Designing for Boomers,2,,
5251,"RT @mention #sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars",1,,
5252,RT @mention #sxsw @mention rocks the casbah at @mention @mention #partylikeits1986 for digital rights  <URL>,2,,
5253,RT @mention #SXSW @mention talk - demo'ing Google Places w/ Hotpot! Integrated rating/recommendation system for Android/iPhone - cool stuff!!!,1,,
5254,"RT @mention #SXSW ##UXDes Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
<URL>",2,,
5255,RT @mention #SXSW #apple store just sold their last #ipad,2,,
5256,RT @mention #SXSW #beyondwc Analytics 101: Google Analytics is a standard to use.,1,,
5257,RT @mention #sxsw #crm #scrm Join me @mention SXSW next Sunday 3/13 at noon at Hilton Austin 4 coffee &amp; chat. Old ACT! users &amp; now can show VIPorbit 4 iPhone,2,,
5258,RT @mention #sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,3,,
5259,"RT @mention #sxsw #dvsg &quot;Best chance to disrupt Visa &amp; Master Card are Facebook, Apple (via customers) &amp; mobile carriers (via NFC).&quot;",2,,
5260,RT @mention #sxsw #enchantment: @mention &quot;Bright spot for Apple: Pagemaker saved Apple. I believe in God b/c no other explanation of Apple survival,1,,
5261,RT @mention #sxsw #enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha,3,,
5262,RT @mention #sxsw #geogames #android if you develop geo-games tweet us. We'd love to talk...free beer or coffee for a couple minutes of your time.,1,,
5263,RT @mention #SXSW #Hootsuite #Chilltab #Tablet Stand rocks! Canadian Social Media for #ipad at its best @mention <URL>,1,,
5264,RT @mention #sxsw #LBSeverywhere Finkelstein &quot;~206k location aware apps (iOS &amp; Android)&quot;,2,,
5265,RT @mention #sxsw #letshookup @mention &quot;We want to be the Google of nonprofits.&quot;,2,,
5266,RT @mention #sxsw #lost #reward 4 finding an #iPhone 4G (black case) in the back of Austin Yellow #Cab - dropped off @mention 3:30 today - call 512-457-8800,2,,
5267,RT @mention #SXSW #sxswparty Matt Damon upstairs at the Google party Maggie Maes 6th st,1,,
5268,RT @mention #SXSW 20% of Google searches are for local info: Marissa Mayer. 6 million places claimed by owners and logged by #Google,2,,
5269,RT @mention #SXSW 20% of Google searches are for local information: Marissa Mayer. 6 million places claimed by their owners and logged by #Google,2,,
5270,RT @mention #SXSW 2011: The Google and Bing smackdown in all its bloody banality (Guardian) <URL> via @mention,3,,
5271,RT @mention #SXSW a line of about 100 outside Apple pop- up store at Sixth &amp; Congress,2,,
5272,RT @mention #sxsw app schedule #fail try sched.org - google: sched sxsw 2011 click first link. All the unofficial parties and room counts. Genius.,2,,
5273,RT @mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.,1,,
5274,RT @mention #sxsw bound! Keep an eye out I may give away an @mention #iPhone case at ATX after we land!,1,,
5275,"RT @mention #SXSW Come see Bitbop in Austin #gdgtaustin at the PureVolume House
504 Trinity on Monday, March 14th <URL>",2,,
5276,RT @mention #SXSW crowd swarms for #iPad2 launch <URL> via @mention #SXSW2011 #apple,2,,
5277,RT @mention #SXSW crowd swarms for iPad 2 launch <URL> via @mention,2,,
5278,RT @mention #SXSW FREE App Festival Explorer helps you find the bands you want to see based on your music tastes <URL>,2,,
5279,"RT @mention #SXSW gear bag: iPad 2, iPhone, Mophie. Traveling light this year! <URL>",2,,
5280,"RT @mention #SXSW Go 1.1 for Android is LIVE in the Android Marketplace! New features, including SD card storage and more.  <URL> via @mention",1,,
5281,"RT @mention #SXSW GO is available on 5 platforms - iPhone, iPad, Android, Windows Phone 7, and Blackberry.  Download it at <URL>",2,,
5282,RT @mention #SXSW Google party: League of Extraordinary H4ackers promoting txt Redcross to 90999 to help #Japan <URL>,2,,
5283,RT @mention #SXSW Google party: League of Extraordinary H4ackers promoting txt Redcross to 90999 to help Japan @mention Speakeasy <URL> #photo,2,,
5284,"RT @mention #SXSW Google to Launch Major New Social Network Called Circles, Possibly Today by @mention <URL>",2,,
5285,"RT @mention #SXSW Google to Launch Major New Social Network Called Circles, Possibly Today by @mention <URL> via @mention",2,,
5286,RT @mention #sxsw guy in front of me at this panel has an ipad in an etch-a-sketch case...device of wondeR? #iusxsw,1,,
5287,RT @mention #SXSW hire qualified and talented women consciously early on in #startups to achieve success - Google did!,1,,
5288,RT @mention #SXSW I need the best android dev here.  Html5/JS issue need solving quickly.  Handsome reward and love for grabs.,2,,
5289,RT @mention #SXSW I need the best android dev here.  Html5/JS issue need solving quickly.  Handsome reward and love for grabs. #in,2,,
5290,RT @mention #SXSW Interactive Award: Music Category goes to &quot;Wilderness Downtown&quot;. Congrats shared with @mention @mention @mention #winning,2,,
5291,"RT @mention #SXSW Interactive: Googleâ€™s Mobile Future, and the Elusive â€˜Power of Here' | @mention <URL>",2,,
5292,RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,3,,
5293,"RT @mention #sxsw Is SXSW getting its own Apple store?: The geeks cried.
Yes the iPad 2 is coming, but itâ€™s coming this Frid... <URL>",1,,
5294,RT @mention #sxsw look for the blue hair. I've got your free android phone info stickers from @mention #allhat3,1,,
5295,RT @mention #SXSW makes me feel like a kid. A drunk kid with an iPhone.,2,,
5296,RT @mention #SXSW News: Apple is getting into the music business? New device called an &quot;iPod&quot;. Like a compact disc player without the disk.,1,,
5297,"RT @mention #sxsw news: Google to Launch Major New Social Network Called Circles, Possibly Today <URL>",2,,
5298,RT @mention #SXSW Party Calendar on gCal: <URL>,2,,
5299,RT @mention #SXSW party podcasts <URL> @mention @mention @mention @DesignerDrugs @iAmPaintedFace @H0U5T0N,2,,
5300,"RT @mention #SXSW Plans: Google party, blackberry party and then IE 8 party. Good times. where is this party lol",1,,
5301,RT @mention #SXSW Pro Tip: Remove access to corporate twitter account from iPhone by 4pm each day.,2,,
5302,"RT @mention #SXSW quote of the day on iPad interface design: &quot;...If not relatable, discoverable.&quot; #iPad #digital",2,,
5303,"RT @mention #SXSW RT @mention WOW, Apple does the right thing in Japan, a must read: <URL>",1,,
5304,"RT @mention #sxsw rumor mill: iPad 3 will have between 6 and 15 cameras, slightly thinner rare earths case, and &quot;different&quot; but still smudgy screen.",3,,
5305,"RT @mention #SXSW sponsored by Apple, plaid, and boys I'm attracted to.",1,,
5306,RT @mention #sxsw that is so cool #apple has a pop up fundraising kiosk for #japan at #sxsw just kidding but a good idea...,1,,
5307,RT @mention #sxsw tip of the day (again ;-). turn your iphone screen brightness down. way down. #conservebatterylife #peace @mention,2,,
5308,RT @mention #sxsw today = @mention &amp; his iphone game and @mention &amp; @mention More and more a celeb/brand destination. #marketing,2,,
5309,"RT @mention #SXSW Tradeshow floor: Engage w/ our multi-touch interactive wall, take part in an Augmented Reality in 3D and enter to win an iPad.",2,,
5310,RT @mention #sxsw WAZE <URL> is duking it out with google re: personalized mapping experience. Friendly &quot;panel crashing&quot;,3,,
5311,RT @mention #SXSW what did you buy at the #AppleATXdt popup store? Do they have anything other than just iPad 2?,2,,
5312,"RT @mention #SXSW Why Google, Apple, EA Games, Zynga, Facebook, Microsoft and Intuit went gaga for The Go Game: <URL>",2,,
5313,"RT @mention #sxsw: @mention We think we control our identities on Facebook, but as Google becomes an AI our profile will be built of what we do",2,,
5314,"RT @mention #sxsw: #15slides: Gruber: keeps on desk Apple Extended Keyboard 2 (discontinued in 1991, $169). Loud. But feels like he writes better.",2,,
5315,RT @mention #SXSW: iPad Design Headaches (Take Two Tablet and Call Me in the Morning) <URL>,3,,
5316,RT @mention #ux  #uxdes talk is really about an exploration of the wild wild west of #iPad design. #sxsw,2,,
5317,RT @mention #UXdes @mention is glad there are no standard #iPad navigation tools. She might be the only one! #SXSW,3,,
5318,"RT @mention #Wahoos #sxsw party free beers, tacos, and ritas Thurs.
<URL>",2,,
5319,RT @mention #Want: Micro USB charger for Samsung Android or Kindle at #SXSW starting 3/11. Will pay $10 for 7 days: <URL> #snapgoods,2,,
5320,RT @mention +1 RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,1,,
5321,RT @mention â˜º ????????? â˜_ <URL> â„_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,2,,
5322,RT @mention â˜º ????????? â˜_ <URL> â„_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter  RT @mention,2,,
5323,RT @mention â˜º Are you all set? â˜_ <URL> â˜_ #edchat #musedchat #sxsw #sxswi #newTwitter,2,,
5324,"RT @mention â˜º As right as rain! â˜_ <URL> â„_ #edchat #musedchat #sxsw #sxswi
#classical #newTwitter",2,,
5325,RT @mention â˜º GO BEYOND BORDERS! â˜_ <URL> â„_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,2,,
5326,RT @mention â˜º GO BEYOND BORDERS! â˜_ <URL> Î© #edchat #musedchat #sxsw #sxswi #classical #newTwitter,2,,
5327,"RT @mention â˜º Happy Woman's Day! Make love, not fuss! â˜_ <URL> â„_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter",2,,
5328,"RT @mention â˜º Happy Woman's Day! Make love, not fuss! â˜_ <URL> Î© #edchat #musedchat #sxsw #sxswi #classical #newTwitter",2,,
5329,"RT @mention â˜º No fear, no envy, no meanness, no lies, no hypocrisyâ€_â˜_ <URL> â„_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter",2,,
5330,RT @mention â˜º Not a bad idea! â˜_ <URL> â„_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,2,,
5331,RT @mention â˜º We have problemsâ€_TIME TO STOP *******! â˜_ <URL> â„_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,2,,
5332,RT @mention â˜º We love 2 entertain youâ€_Please donâ€™t be grateful! â˜_ <URL> â„_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,2,,
5333,RT @mention 1 hour ago apple didn't have a store in downtown austin and now there is a store with hundreds of people there! #iPad2 #SXSW,2,,
5334,RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw <URL>,2,,
5335,RT @mention 1100 miles to go. Roughly. 4 tanks of gas or 19 hours. Per the google. #sxsw,2,,
5336,"RT @mention 12:30pm, Hilton 615AB, at #sxsw: RT @mention Who is going to the Android Developers Meetup? I'm looking forward to meeting @mention",2,,
5337,RT @mention 20 Percent of Google Searches are for local information. #SXSW,2,,
5338,RT @mention 2100+ #SXSW artists categorized alphabetically in an easy access Google spreadsheet: <URL> via <URL>,2,,
5339,RT @mention 2nd stringer #Gowalla aims for relevance by creating &quot;Groupon or Living Social-type&quot; Rewards at #SXSW <URL>,2,,
5340,RT @mention 30 million people go to Google every month to get doctor information. #vitalscom #sxsw,2,,
5341,"RT @mention 40 minutes til the @mention #SXSW Party. Free Beer, Free Maudies Tacos, Free iPad 2, Android Tablet &amp; Kindle giveaway bit.ly/ajs2011",1,,
5342,"RT @mention 40% of google maps usage is mobile, 150M users using google maps mobile and users drive 128+ miles a year with Google maps navigation #sxsw",2,,
5343,RT @mention 40% of Google maps use is mobile #sxsw,1,,
5344,RT @mention 4G will do for connectivity what the iPhone did for smart phones - Joe Berry #SXSW #connectedcar,2,,
5345,RT @mention 5 Social Apps That Will Make SXSW More Intimate - <URL> #SXSW #SXSWi #apps #iphone,1,,
5346,RT @mention 6 bucks for an apple and a banana. Same price as the Super Extra Double Cheese Grilled Triple Pork Sandwich. This country is doomed. #SXSW,2,,
5347,RT @mention 65&quot; multi-touch Google maps at the #hotpot event at #sxsw. <URL>,2,,
5348,RT @mention 6th and Congress in the Scarborough bldg. RT @mention So where is this temporary apple store setup? #sxsw,2,,
5349,RT @mention 80s hair &amp; Makeup station at @mention @mention #sxsw #partylikeits1986 <URL>,2,,
5350,"RT @mention 95% of iPhone and Droid apps have less than 1,000 downloads total. #SXSW",2,,
5351,"RT @mention 97% of farmers own mobile phone, 43% of those own a smartphone. Marketshare - BB - 33% 18%  Android, 10% iPhone. #mobilefarm #sxsw",2,,
5352,RT @mention A #browserwars panel without Apple is like a #sxsw without parties.,1,,
5353,RT @mention A free heat map app of 4sq check-ins at #SXSW see @mention Hot Spots @mention SXSW. Now on WP7 &amp; iPhone #wedig,2,,
5354,RT @mention A free heat map app of 4sq check-ins at #SXSW see @mention Hot Spots @mention SXSW. Now on WP7 &amp; iPhone.,2,,
5355,standing on a long line surrounded by unemployed techies from brooklyn!  am i at #sxsw or at the apple store on 5th ave waiting for ipad?!,2,,
5356,"Diabetes on a plate. Thanks Google, already have that covered. <URL> #sxsw",3,,
5357,RT @mention A special Apple store: opening at 6th and Congress for SXSW &amp; ipad 2 launch. www.apple.com/retail/thedomain/  #Apple #iPad2 #sxsw #fb,2,,
5358,RT @mention About to see how indie game development for the iPhone is going /cc @mention #sxsw,2,,
5359,RT @mention Absolutely!  RT @mention Timely good schtuff from Google (People Finder 4 japan quake) <URL> #iQlab #sxsw,1,,
5360,RT @mention Abt to surprise customer waiting in line at Apple store in Austin for #iPad 2 with an @mention ! #SXSW #cbatsxsw / Awesome,1,,
5361,"RT @mention According to Google's Marissa Mayer, future of location: augmented reality, contextual discovery, making smartphones smarter. #sxsw #fb",2,,
5362,RT @mention Agencies push Google in directions they never would have gone otherwise says Creative Lab Strategy Dir  @mention #SXSW,2,,
5363,RT @mention Agencies push Google in directions they never would have gone otherwise says Creative Lab Strategy Director @mention #SXSW,1,,
5364,RT @mention Agreed â€” Novelty of #iPad news #apps fades fast among digital delegates â€” <URL>  #media #SXSW (via @mention,3,,
5365,"RT @mention Aha! Found proof of lactation room, excuse me, &quot;Mother's Room,&quot; brought to you by Google, at last year's #SXSW. <URL>",2,,
5366,RT @mention AKQA is hiring. Find me up front after Designing iPad Interfaces - New Navigation Schemas in Ballroom A. #sxsw,2,,
5367,RT @mention Alarms should go off if you allow users to generate content! - says Google's Richard Salgado #privacybootcamp #sxsw,2,,
5368,"RT @mention All tech and interaction events have their own ipad apps, right?    <URL> #sxsw",2,,
5369,"RT @mention All you #SXSW tweeps, Check out our homies @mention this Thursday. <URL>",2,,
5370,"RT @mention all: @mention recorded a cover exclusively for #ApartMovie, produced by Dan Auerbach. Now you can buy it: <URL> #SXSW",2,,
5371,RT @mention Almost every &quot;how do you _______?&quot; is answered w Google Docs in this session.  #sxsw #looseorganizations,1,,
5372,RT @mention An awesome FREE iPhone app for keeping track of friends and meeting up and finding people for #SXSW <URL>,1,,
5373,Cpmpetition and difference of prespective #sxsw #google #microsoft <URL>,2,,
5374,"RT @mention And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today <URL>",3,,
5375,RT @mention And we're live! Come get your Android and check us out! <URL> #SXSW #android,1,,
5376,RT @mention Android apps to survive SXSW 2011: <URL> (by @mention #sxsw,2,,
5377,RT @mention Android developers and friends: let's hang out 12:30p Saturday at #sxsw: <URL> RT for your fellow Andro-nerds.,1,,
5378,"RT @mention Android may be gaining market share, but you'd never know it at #sxsw. Apparently our industry movers and shakers are Apple loyalists.",2,,
5379,"RT @mention Anna's Social Media Picks of the Week <URL> covering social media and Japan, The iPad 2, #SXSW &amp; more...",2,,
5380,"RT @mention Announcing SXSW Quotables, a crowd-curated feed of the hottest quotes from #SXSW. Sign up to win an iPad 2! - <URL> #ipad2",1,,
5381,"RT @mention Another great panel at 5 pm at the Hilton - Austin's own @mention Left Brain Search = Google, Right Brain Search = X #sxsw",1,,
5382,RT @mention Another great spreadsheet of all the #SXSW parties - <URL>,2,,
5383,"RT @mention another one? holy social fragmentation&gt;Google to Launch New Social Network Called Circles, Possibly 2day at #sxsw <URL> @mention",2,,
5384,RT @mention Any #Google fans in town for #SXSW? Stop by the Austin GTUG meeting Wednesday the 7th at 7:00pm. map link: <URL>,2,,
5385,RT @mention Any iPad djs here? Need one for 3am Tuesday- Douche bags need not apply- #sxsw,2,,
5386,RT @mention Any iPAD2's left at the Apple store at #SXSW? Anyone know? :),2,,
5387,RT @mention Anybody seen if the 6th St Apple store is up yet? #sxsw,2,,
5388,RT @mention Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,1,,
5389,RT @mention Anyone at the @mention @mention show have an iPhone charger? Need to tweet jokes about beards/text ppl to make them jealous. #sxsw,2,,
5390,RT @mention Anyone know if #SXSW Apple Store still has iPads?,2,,
5391,RT @mention Anyone know what time Apple popup store in Austin closes tonite? #SXSW #sxtxstate #iPad apple,2,,
5392,RT @mention Anyone know what time Apple popup store in Austin closes tonite? #SXSW #sxtxstate #iPad apple // someone said midnight,2,,
5393,RT @mention Anyone who was going to buy a new iPad should donate to #Japan #tsunami victims instead. #sxsw,3,,
5394,RT @mention App is called 'your hands' #sxsw RT @mention Need an app to turn my iPhone into a wifi mouse for my iPad. Exist?,2,,
5395,RT @mention apparently the line to get an iPad at the #sxsw store grew by 2 blocks to 5 blocks in the past 30 mins. WUT.,2,,
5396,"RT @mention Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw",2,,
5397,"RT @mention Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw #PNID",3,,
5398,RT @mention Apple &quot;Pops Up&quot; Store for SXSW Event <URL> via @mention #sxsw,2,,
5399,RT @mention Apple #sxsw pop-store has iPads again. 16gb wifi and 64gb wifi &amp; wifi/ 3G.,1,,
5400,RT @mention Apple aligned to big tech events these days. First CES and GDC now #SXSW (with a popup shop and iPad2): <URL>,2,,
5401,RT @mention Apple announces pop-up store at #SXSW. See our take on the future of pop-up stores here: <URL>,2,,
5402,RT @mention Apple announces pop-up store at #SXSW. See our take on the future of pop-up stores here: <URL> (client),2,,
5403,RT @mention Apple autocorrect is so weird. Ogilvy autocorrects to idiocy. #ogilvynotes #sxsw :),3,,
5404,RT @mention Apple built a pop up store in 3 days for #SXSW. Open 24/7 only selling iPad 2's,2,,
5405,RT @mention Apple built an experience ecosystem with the iPod. The MP3 player is just an app.  #critthink #sxsw,2,,
5406,RT @mention Apple does pop up store at #sxsw. <URL>,2,,
5407,RT @mention Apple employees just showed up in force to the #SXSW PopUp Apple Store. #iPad2,2,,
5408,"RT @mention Apple fans. It looks like there will be a 3rd Apple store opening up in Austin for #SxSW if those are full, u can go2 1 of 4 in San Antonio.",1,,
5409,RT @mention Apple gets kudos on how marketing should be done! #SXSW iPad 2 release. Pop up store in Austin TX  <URL>,1,,
5410,RT @mention Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. <URL>,2,,
5411,RT @mention Apple has two Austin stores but until this week no downtown presence. That changes with an #sxsw popup store <URL> ~@mention,2,,
5412,RT @mention Apple has two Austin-area retail locations but in anticipation of all the gadget ...  #ipad #sxsw #gadgets <URL> ...,2,,
5413,"RT @mention Apple heads to #SXSW, sets up temporary store in Austin <URL>",2,,
5414,"RT @mention Apple heads to SXSW, sets up temporary store in Austin - <URL> &lt;&lt; can anyone confirm this? #nisxsw #sxsw #ipad2",2,,
5415,"RT @mention Apple is &quot;the classiest, fascist company in America,&quot; says @mention #sxsw",3,,
5416,RT @mention Apple Is Opening A Pop-Up Store In Austin For #SXSW (AAPL) <URL>,2,,
5417,RT @mention Apple is opening a store at #SXSW.   <URL>,2,,
5418,RT @mention Apple is opening a store at #SXSW.  <URL> #events #news #inagist,2,,
5419,RT @mention Apple is opening up a pop-up store in downtown Austin for the iPad 2 launch at #SXSW <URL>,2,,
5420,RT @mention Apple is opening up a temp store in Austin for #SXSW <URL> via @mention @mention #awesome,2,,
5421,RT @mention Apple is opening up a temp store in Austin for #SXSW <URL> via @mention #iPad2,2,,
5422,RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch  <URL>,2,,
5423,RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch <URL>,2,,
5424,RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch <URL> /cc @mention,2,,
5425,RT @mention Apple is quarter of the music industry and 70% of all digital sales #touchingstories #tbwasxsw #sxsw,1,,
5426,RT @mention Apple knows what game they're in at #sxsw. Bring the iPad2 to the people! <URL>,1,,
5427,RT @mention Apple likes it if you pay them. That's what Apple likes. - Barry Diller #SXSW,2,,
5428,"RT @mention Apple likes it when you pay them. As long as the gadget will be liked by many, this closed system will work. #pnid #sxsw",2,,
5429,RT @mention Apple on Congress. Nice. RT @mention Apple set to open popup shop in core of SXSW action <URL> #SXSW #Apple,1,,
5430,"RT @mention Apple opened a pop-up store at #SXSW for the release of the iPad 2, &amp; it was quite a scene. GEEK POWER! <URL>",1,,
5431,"RT @mention Apple opened a pop-up store at #SXSW for the release of the iPad 2, and it was quite a scene. GEEK POWER! <URL>",1,,
5432,RT @mention Apple opening a pop up store in downtown Austin for #SXSW and iPad 2 launch <URL>,2,,
5433,RT @mention Apple opening a pop up store in downtown Austin for #SXSW and iPad 2 launch <URL> via @mention,2,,
5434,"RT @mention Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW <URL>",1,,
5435,RT @mention Apple Opening Pop-Up Store in Austin (Sixth &amp; Congress) for #SXSW <URL> #iPad2,2,,
5436,RT @mention Apple opening popup store for iPad launch in downtown Austin during #SXSW <URL> via @mention,1,,
5437,RT @mention Apple Opening Temporary iPad 2 Store to Handle #SXSW Demand <URL>,2,,
5438,RT @mention Apple opening up temporary store in downtown Austin for #sxsw and the iPad 2 launch <URL>,2,,
5439,RT @mention Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. <URL> /via @mention,1,,
5440,RT @mention Apple opens iPad 2 pop-up store in Austin for #SXSW; could the strategy work for bookselling? <URL>,2,,
5441,"RT @mention Apple plans to Keep Austin Wired, opening a pop-up Apple store just for #SXSW <URL>",2,,
